reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,13,4,95,3,131.24658159981482,,131.23627389990725,131.24658159981482,132.24659219989553,132.24659219989553,132.24659219989553,132.46503459988162,l,0.2125319999177009,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,13,5,96,6,132.47965230001137,,132.4658397999592,132.47965230001137,133.47988029988483,133.47988029988483,133.47988029988483,133.81521879998036,l,0.3290850999765098,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,13,6,97,4,133.8294640998356,,133.8159976999741,133.8294640998356,134.82928129984066,134.82928129984066,134.82928129984066,135.14783629984595,t,0.312118100002408,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
40,55,62,14,0,98,3,135.16285939980298,,135.14874109998345,135.16285939980298,136.1629910999909,136.1629910999909,136.1629910999909,136.314840399893,l,0.1344840000383556,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,14,1,99,4,136.3290309999138,,136.31606989982538,136.3290309999138,137.3291833999101,137.3291833999101,137.3291833999101,137.6167297998909,t,0.2836591999512166,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,14,2,100,6,137.62876789993607,,137.61758729978465,137.62876789993607,138.6290000998415,138.6290000998415,138.6290000998415,138.7142687998712,l,0.06873570010066032,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,14,3,101,0,138.7286811999511,,138.71514859981835,138.7286811999511,139.72883229982108,139.72883229982108,139.72883229982108,140.0134122997988,t,0.27335520018823445,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,14,4,102,1,140.02842250000685,,140.01424559997395,140.02842250000685,141.02876829984598,141.02876829984598,141.02876829984598,141.21426919987425,l,0.1772859999909997,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,14,5,103,5,141.22849859995767,,141.21527429996058,141.22849859995767,142.22832809993997,142.22832809993997,142.22832809993997,142.47947179991752,t,0.24410169990733266,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,14,6,104,2,142.49483320000581,,142.4800751998555,142.49483320000581,143.4950851998292,143.4950851998292,143.4950851998292,143.8469767998904,l,0.3362273001112044,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
