reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,6,1,43,3,57.73922979994677,,57.727973099797964,57.73922979994677,58.73936369991861,58.73936369991861,58.73936369991861,58.94141440000385,l,0.19716360000893474,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,6,2,44,5,58.955779699841514,,58.94215329992585,58.955779699841514,59.955997799988836,59.955997799988836,59.955997799988836,60.39081729995087,t,0.4180353998672217,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,6,3,45,1,60.405791899887845,,60.39192849979736,60.405791899887845,61.405810499796644,61.405810499796644,61.405810499796644,61.59085359983146,l,0.17126199998892844,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,6,4,46,0,61.606165000004694,,61.591643599793315,61.606165000004694,62.605483499821275,62.605483499821275,62.605483499821275,62.992171299876645,t,0.38357939990237355,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,6,5,47,6,63.00518159987405,,62.992889599874616,63.00518159987405,64.00537069980055,64.00537069980055,64.00537069980055,64.0569819000084,l,0.03501510014757514,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,6,6,48,4,64.07232049992308,,64.05758609995246,64.07232049992308,65.0718725998886,65.0718725998886,65.0718725998886,65.42299439990893,t,0.33726110006682575,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,7,0,49,4,65.43841780000366,,65.42372550000437,65.43841780000366,66.43841449986212,66.43841449986212,66.43841449986212,66.62420999980532,l,0.17040689988061786,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,7,1,50,0,66.63840939989313,,66.6247093998827,66.63840939989313,67.6381382998079,67.6381382998079,67.6381382998079,67.9067412998993,t,0.2627095999196172,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,7,2,51,2,67.92172479978763,,67.90746999997646,67.92172479978763,68.92139869998209,68.92139869998209,68.92139869998209,69.0902044000104,l,0.16043110005557537,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,7,3,52,6,69.10510999988765,,69.09105259994976,69.10510999988765,70.10458469996229,70.10458469996229,70.10458469996229,70.42309159995057,t,0.3128398999106139,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,7,4,53,5,70.43829600000754,,70.42385149979964,70.43829600000754,71.43751439987682,71.43751439987682,71.43751439987682,71.65673299995251,l,0.216564399888739,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
40,55,62,7,5,54,3,71.67137659993023,,71.6581947999075,71.67137659993023,72.67082459991798,72.67082459991798,72.67082459991798,73.15558049990796,t,0.4761620000936091,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,7,6,55,1,73.1708415998146,,73.15671249991283,73.1708415998146,74.17076159990393,74.17076159990393,74.17076159990393,74.22243689978495,l,0.04561150004155934,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,8,0,56,2,74.23694179998711,,74.22316499985754,74.23694179998711,75.23701039981097,75.23701039981097,75.23701039981097,75.48860699986108,t,0.24465249991044402,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,8,1,57,1,75.50371149997227,,75.48930809996091,75.50371149997227,76.50384389981627,76.50384389981627,76.50384389981627,76.68880769982934,l,0.1680625001899898,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,8,2,58,4,76.70414499985054,,76.68993759993464,76.70414499985054,77.70356609998271,77.70356609998271,77.70356609998271,77.80485689989291,l,0.08976270002312958,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,8,3,59,6,77.8200919998344,,77.80564079992473,77.8200919998344,78.82024889998138,78.82024889998138,78.82024889998138,79.12103309994563,t,0.28836799995042384,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,8,4,60,0,79.1363272999879,,79.12204999988899,79.1363272999879,80.13637839979492,80.13637839979492,80.13637839979492,80.75503849983215,l,0.6147331001702696,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
40,55,62,8,5,61,3,80.76969059999101,,80.75575939984992,80.76969059999101,81.76967989979312,81.76967989979312,81.76967989979312,82.4046269999817,t,0.6243837999645621,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,8,6,62,5,82.41945499996655,,82.40530109987594,82.41945499996655,83.41946839983575,83.41946839983575,83.41946839983575,83.75435089995153,t,0.3192811000626534,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,9,0,63,5,83.76942169992253,,83.75519499997608,83.76942169992253,84.76927899988368,84.76927899988368,84.76927899988368,85.28824079991318,l,0.5170029997825623,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,9,1,64,1,85.30240439996123,,85.2890380998142,85.30240439996123,86.30262249987572,86.30262249987572,86.30262249987572,86.9539650999941,t,0.6363976998254657,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,9,2,65,0,86.96889389981516,,86.9548206999898,86.96889389981516,87.96886399993673,87.96886399993673,87.96886399993673,88.15383289987221,l,0.1750928999390453,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
40,55,62,9,3,66,3,88.16858209995553,,88.1545803998597,88.16858209995553,89.16878199996427,89.16878199996427,89.16878199996427,89.53758949995972,l,0.3595404999796301,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,9,4,67,6,89.55203829985112,,89.53835059981793,89.55203829985112,90.55179069982842,90.55179069982842,90.55179069982842,90.92057059984654,t,0.3637824999168515,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,9,5,68,2,90.93482779990882,,90.92130659986287,90.93482779990882,91.93531410000287,91.93531410000287,91.93531410000287,92.43925059982575,l,0.5006704998668283,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,9,6,69,4,92.45182769978419,,92.44000399997458,92.45182769978419,93.45161009998992,93.45161009998992,93.45161009998992,93.60366969997995,t,0.1479691001586616,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,10,0,70,5,93.6179831000045,,93.60448869992979,93.6179831000045,94.61805359995924,94.61805359995924,94.61805359995924,95.33660409995355,t,0.7139874000567943,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
40,55,62,10,1,71,3,95.3512369999662,,95.33740059984848,95.3512369999662,96.35130839981139,96.35130839981139,96.35130839981139,97.21914199995808,l,0.8600665999110788,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,10,2,72,6,97.2343624997884,,97.21988929994404,97.2343624997884,98.23401579982601,98.23401579982601,98.23401579982601,98.86960659991018,t,0.6315503001678735,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,10,3,73,1,98.88407019991428,,98.87042319984175,98.88407019991428,99.88383309985511,99.88383309985511,99.88383309985511,100.25196979986504,l,0.36088769999332726,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,10,4,74,4,100.26716399984434,,100.25332559994422,100.26716399984434,101.26720779994503,101.26720779994503,101.26720779994503,101.73557429993525,t,0.45632620016112924,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,10,5,75,2,101.75074199982919,,101.7362167998217,101.75074199982919,102.7502609998919,102.7502609998919,102.7502609998919,103.051139799878,l,0.29173389985226095,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,10,6,76,0,103.06681809993461,,103.0517370000016,103.06681809993461,104.06673299986869,104.06673299986869,104.06673299986869,104.43458079989068,t,0.35427549993619323,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
40,55,62,11,0,77,3,104.44979389989749,,104.4353977998253,104.44979389989749,105.45018339995295,105.45018339995295,105.45018339995295,105.66750519978814,l,0.202652599895373,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,11,1,78,4,105.68300569988787,,105.66822879994288,105.68300569988787,106.6829962998163,106.6829962998163,106.6829962998163,107.03497839998454,t,0.34490739996545017,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,11,2,79,0,107.04948019981384,,107.03576479991898,107.04948019981384,108.04952079989016,108.04952079989016,108.04952079989016,108.35129119991325,l,0.2862941001076251,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,11,3,80,5,108.36612399993464,,108.35214309999719,108.36612399993464,109.36601100000553,109.36601100000553,109.36601100000553,109.71775399986655,t,0.3418134998064488,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,11,4,81,2,109.73259969986975,,109.71858399990015,109.73259969986975,110.73287219996564,110.73287219996564,110.73287219996564,111.10111909988336,l,0.366664299974218,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,11,5,82,6,111.11569729982875,,111.10174690000713,111.11569729982875,112.11611049994826,112.11611049994826,112.11611049994826,112.75159249990247,t,0.6261246998328716,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,11,6,83,1,112.76566309994087,,112.75271519995295,112.76566309994087,113.76576039986685,113.76576039986685,113.76576039986685,114.15106689999811,l,0.3710918000433594,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,12,0,84,0,114.16556119988672,,114.15211119991727,114.16556119988672,115.1653759998735,115.1653759998735,115.1653759998735,115.73371049994603,t,0.5617418999318033,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
78,80,162,12,1,85,6,115.74846889986657,,115.73512619989924,115.74846889986657,116.74849169980735,116.74849169980735,116.74849169980735,116.81759869982488,l,0.057291700039058924,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,12,2,86,2,116.831874899799,,116.81839569984004,116.831874899799,117.83166559995152,117.83166559995152,117.83166559995152,118.81692919996567,t,0.9724320999812335,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,12,3,87,1,118.8313866998069,,118.81776569993235,118.8313866998069,119.83125499985181,119.83125499985181,119.83125499985181,120.49930109991692,l,0.6560875999275595,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,12,4,88,5,120.51436189981177,,120.50011129979976,120.51436189981177,121.51481849979609,121.51481849979609,121.51481849979609,121.88290269998834,t,0.3506268998607993,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
49,60,89,12,5,89,4,121.89789399993606,,121.88369509996846,121.89789399993606,122.89819569978863,122.89819569978863,122.89819569978863,123.1160438999068,l,0.2122090000193566,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
40,55,62,12,6,90,3,123.13076079986058,,123.1168575999327,123.13076079986058,124.1309604998678,124.1309604998678,124.1309604998678,124.59956279979087,t,0.46352129988372326,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
27,50,21,13,0,91,2,124.61384409992024,,124.6003443999216,124.61384409992024,125.61389919999056,125.61389919999056,125.61389919999056,126.76486729993485,l,1.1452756999060512,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
11,30,7,13,1,92,0,126.78021939983591,,126.76542770001106,126.78021939983591,127.78030369989574,127.78030369989574,127.78030369989574,128.31597499991767,t,0.5315272998996079,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
67,75,119,13,2,93,5,128.33049249998294,,128.3167977000121,128.33049249998294,129.33028429979458,129.33028429979458,129.33028429979458,129.6503677999135,l,0.31627389998175204,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
15,35,13,13,3,94,1,129.66347779985517,,129.65127769997343,129.66347779985517,130.66368789994158,130.66368789994158,130.66368789994158,131.2350983999204,t,0.5669086999259889,None,914199,001,2024-11-15_11h36.36.456,delay discounting experiment,2024.1.5,None,2024-11-15 11h36.40.496959 +0530,
